FILE;LINE;CODE;RELEVANT;COMMENT;LICMA;LICMA COMMENT;COGNICRYPT;COGNICRYPT COMMENT;CRYPTOGUARD;CRYPTOGUARD COMMENT
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/pbeiteration/LessThan1000IterationPBEABICase3.java;23;pbe = new PBEParameterSpec(salt, count);1;;1;;1;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/pbeiteration/LessThan1000IterationPBEABMC1.java;13;pbeParamSpec = new PBEParameterSpec(salt, count);1;;1;as warning;1;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/pbeiteration/LessThan1000IterationPBEABPSCase1.java;19;pbeParamSpec = new PBEParameterSpec(salt, count);true negative;;1;condition;1;Check < 10000 but nevertheless picks wrong value 5;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/pbeiteration/LessThan1000IterationPBEABSCase1.java;37;pbeParamSpec = new PBEParameterSpec(salt,passedCount);1;;1;shows wrong line but picks wrong value;1;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/pbeiteration/LessThan1000IterationPBEBBCase1.java;17;pbeParamSpec = new PBEParameterSpec(salt, count);1;;1;;1;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/pbeiteration/LessThan1000IterationPBECorrected.java;17;pbeParamSpec = new PBEParameterSpec(salt, count);true negative;;0;;1;Check < 10000;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsABHCase1.java;25;pbeParamSpec = new PBEParameterSpec(salt, count);1;;0;byte Array initialization with variables;1;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsABICase1.java;16;pbeParamSpec = new PBEParameterSpec(salt, count);1;;1;;1;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsABICase2.java;27;pbeParamSpec = new PBEParameterSpec(new byte[]{Byte.parseByte(salt.toString())}, count);1;;0;method calls;1;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsABICase3.java;18;pbeParamSpec = new PBEParameterSpec(salt, count);1;;1;;1;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsABMC1.java;8;pbeParamSpec = new PBEParameterSpec(salt, count);1;;1;as warning;1;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsABPSCase1.java;19;pbeParamSpec = new PBEParameterSpec(salt, count);true negative;;1;;0;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsABSCase1.java;27;pbeParamSpec = new PBEParameterSpec(passedSalt, count);1;;0;initialization in constructor;1;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsBBCase1.java;15;pbeParamSpec = new PBEParameterSpec(salt, count);1;;1;;1;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/staticsalts/StaticSaltsCorrected.java;17;pbeParamSpec = new PBEParameterSpec(salt, count);true negative;;0;;0;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsABHCase4.java;22;SecureRandom sr = new SecureRandom(new byte[]{b});1;;0;Array declaration in ();0;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsABICase2.java;12;SecureRandom sr = new SecureRandom(new byte[]{seed});1;;0;Array declaration in ();0;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsABICase4.java;24;SecureRandom sr = new SecureRandom(new byte[]{Byte.parseByte(seed.toString())});1;;0;method calls;0;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsABICase6.java;16;SecureRandom sr = new SecureRandom(new byte[]{seed});1;;0;Array declaration in ();0;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsABMC2.java;7;SecureRandom sr = new SecureRandom(new byte[]{seed});1;;0;Array declaration in ();0;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsABPSCase2.java;13;//SecureRandom sr = new SecureRandom(new byte[]{seed});0;comment;0;;0;;0;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsABPSCase2.java;14;SecureRandom sr = new SecureRandom(seed);true negative;;1;condition;0;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsABSCase2.java;30;SecureRandom sr = new SecureRandom(new byte[]{passedSeed});1;;0;method calls + array declaration in ();0;;1;
/home/ubuntu/crypto-tool-evaluation/CryptoAPI-Bench/src/main/java/org/cryptoapi/bench/predictableseeds/PredictableSeedsBBCase2.java;8;SecureRandom sr = new SecureRandom(new byte[]{seed});1;;0;Array declaration in ();0;;1;
Number of positive test cases;63;Summe;;positives;26;;50;;29;
Number of negative test cases;15;;;positives percentage;41,2698412698413;;79,3650793650794;;46,031746031746;
;;;;negatives;9;;7;;7;
;;;;negatives percentage;60;;46,6666666666667;;46,6666666666667;
